ID,RiskScore
0,32.99423750744253
1,56.96357886364443
2,30.59877936057509
3,33.00382664087904
4,35.14783074356569
5,72.67339869170632
6,30.995633725047472
7,30.87886803730823
8,31.942052620263198
9,62.222955930025286
10,51.66766328352024
11,29.31190252867676
12,49.06999422157869
13,36.93392271540923
14,52.02564932710049
15,62.65912071737557
16,26.447199797189914
17,30.24587825815637
18,67.10066565604552
19,58.948136872425266
20,75.45226306199403
21,31.227891044758188
22,64.94205192268221
23,35.65515315341166
24,55.43066458961691
25,30.013238834840912
26,33.62678069041412
27,29.333743874300566
28,55.7163075197405
29,74.55636033252
30,32.01774732404127
31,63.87188347967735
32,32.879932017019975
33,30.31151089821796
34,37.91146786125816
35,35.742949299170576
36,67.47145394666978
37,56.23674463026929
38,46.22389126955131
39,69.51190580569083
40,64.4472169211592
41,57.517776530804326
42,73.86294063604032
43,27.7892889592898
44,46.86519841136117
45,29.64134842766362
46,35.062390136865915
47,70.14359431167831
48,30.419178967639496
49,34.87702183726847
50,61.49043501839802
51,58.35385451877677
52,52.3881863004026
53,35.17515161987362
54,30.95803986526018
55,33.987746769411366
56,72.48868201450423
57,37.053718993291824
58,42.235907420144464
59,57.72227745648096
60,72.54975474767926
61,50.931928732270926
62,28.35404105241525
63,77.92778008593112
64,29.363902504843306
65,32.653221768995294
66,57.39826647728099
67,63.08034442681007
68,37.416435885613744
69,64.51235178677338
70,38.10923548978267
71,39.62837104876398
72,49.31877187184436
73,64.12669526548963
74,56.23080680071613
75,61.336698549943875
76,66.27022309351042
77,26.83071141666664
78,49.82310870277412
79,61.65726051586006
80,67.72753690494018
81,62.62180738906118
82,57.68072352381499
83,36.1334953787887
84,68.50770426809552
85,70.21257209336054
86,59.33434728973347
87,26.5658338452829
88,55.255017208420966
89,75.2062962651965
90,34.437097075148756
91,59.56914054761008
92,34.82614076748798
93,29.93243901111221
94,39.03900549434165
95,36.765581120830376
96,35.02334844906642
97,64.41747572477719
98,33.13929760521859
99,63.10459752139656
100,34.040227522475064
101,33.040855053217236
102,70.5382037037775
103,73.97632157764139
104,29.536155116811138
105,82.90402231637555
106,68.4171758670733
107,69.362830223097
108,36.24911961966223
109,74.18705031935463
110,49.175178728526355
111,64.15614841766788
112,78.63561147744008
113,68.2466201206473
114,64.23486743827573
115,34.36570293934056
116,72.03491797829147
117,56.361137991295244
118,38.06491728684984
119,44.58831497405947
120,30.700445397971595
121,72.09990888729595
122,30.47619943247548
123,58.131072478455366
124,32.91864423002248
125,66.05719628353012
126,20.61310902624994
127,28.163680384742
128,34.56006464634488
129,75.00777430530472
130,29.781254419177568
131,65.52880620068665
132,71.26976926672874
133,78.3330831677905
134,27.548718177180707
135,35.67546349706441
136,25.081289183194393
137,33.69790815780386
138,35.555911611694775
139,41.26681162138505
140,49.18379628252137
141,51.048176116680125
142,26.401689394456422
143,26.99530998737091
144,66.84126382368189
145,30.795505927049664
146,54.62837598614384
147,71.57414725058695
148,69.11991532253722
149,70.42096022798218
150,38.49916303859058
151,31.43576972066765
152,71.11008906102376
153,43.881318009007295
154,59.64412384628285
155,36.811673340265656
156,66.61423854762856
157,68.28325217276551
158,62.35861601538067
159,66.97903964928078
160,49.110176238064454
161,33.03016643378935
162,65.70200442995252
163,35.79250387932426
164,45.70687658748482
165,54.274390124163844
166,31.14636648457591
167,46.597781897278246
168,34.36937973050406
169,27.505858532199817
170,36.21950606559286
171,38.110308638222094
172,63.557507549357005
173,43.028527906964726
174,34.4034694889619
175,41.14730852572796
176,63.80875507090866
177,41.351356740496186
178,29.72733463225863
179,70.37144116628203
180,40.550348342250174
181,34.26450673077576
182,67.78459692062505
183,45.99111780390996
184,75.23158513656716
185,69.47062263248282
186,70.02040626376814
187,65.60764939438384
188,34.78239922236426
189,22.549576531725176
190,30.033433940798062
191,72.60722753060432
192,62.837126027850374
193,31.284712624927373
194,63.97049752522513
195,29.253623576926113
196,31.13600022514973
197,62.84902869594217
198,73.87548400564168
199,35.63527514066812
200,29.30900111721538
201,60.25423178853438
202,29.785139555026923
203,33.042872359924345
204,73.1854617621179
205,62.198479311342325
206,61.55152618670999
207,52.074386700518076
208,56.26534451457117
209,69.86584057781016
210,28.735138923515397
211,28.564110974712808
212,69.15437503295037
213,66.0681983630275
214,38.846070646792725
215,57.66475998526506
216,68.86953476163309
217,73.05696566731845
218,55.328177486508366
219,31.046225846574004
220,32.557129381345014
221,33.67839941202925
222,31.877765123977152
223,58.68027648756758
224,29.378537939845913
225,66.99750925755075
226,56.06795882904615
227,31.507267330909958
228,35.72365583911887
229,37.77264910390518
230,43.714379552853394
231,53.92235357782265
232,54.223223922547234
233,60.1086686599257
234,69.14060147448211
235,40.30833213063559
236,30.025678890893936
237,53.841667712892885
238,64.72026608855103
239,29.238537512821853
240,63.39179467797344
241,67.60110278686196
242,49.32954145857367
243,67.00643291945835
244,65.07523247383432
245,68.80053440318004
246,24.983108006505834
247,41.54644556463901
248,77.37507523073882
249,24.522197552341897
250,62.62285256270591
251,31.833889388921936
252,50.40971538116815
253,44.770654903876235
254,53.61450166662885
255,35.233757609653225
256,56.27243929919049
257,65.88398822760196
258,63.98556439546062
259,34.71388507355411
260,51.441206849683404
261,48.63724765673786
262,27.799372645648432
263,76.80092347903187
264,60.306568661402835
265,25.417401759713247
266,43.666795834162386
267,23.93638645143023
268,65.49758268238031
269,77.94006289653029
270,68.61650153442109
271,71.87687766425697
272,31.984507554018872
273,48.59534329364395
274,28.814407453336283
275,39.745295826058864
276,65.56912364587504
277,32.92871563548159
278,61.74683025649889
279,26.998927703876472
280,61.26086354876944
281,59.80307544268915
282,61.709167702459595
283,57.550723561590054
284,35.65740562819326
285,31.607572530842713
286,30.362084711443917
287,72.61454805703889
288,52.673935173273506
289,33.376212482418296
290,61.68697081896391
291,38.36916167346658
292,56.38747382683797
293,66.3597467016384
294,31.665691885705986
295,69.75298870810617
296,64.5270981353954
297,33.361298470894795
298,36.26179434525662
299,73.16369577677341
300,49.96562043741568
301,68.50683639888017
302,51.309929890112166
303,34.4846871263553
304,58.861454614130686
305,31.288375935296145
306,33.899846689424194
307,68.67431852229004
308,60.727405044429766
309,31.095077431823853
310,64.30543486859838
311,56.95645131796923
312,56.06657658376969
313,40.058982925696874
314,63.765605215093714
315,74.59600086147174
316,39.49169980026582
317,35.04961092145905
318,65.64137982655629
319,33.84925395810119
320,29.704970741751772
321,33.82177137316258
322,73.84777624177906
323,70.14798108224855
324,81.31154301120812
325,31.854367541742537
326,74.3014431746403
327,30.929918619438787
328,43.16488636092183
329,30.214296749061372
330,54.77602996444928
331,81.64393840675794
332,23.861165237525544
333,65.60193051172368
334,59.57945212770989
335,60.31589835850583
336,59.77090870150647
337,32.05166380612376
338,34.00357367461626
339,52.024886889688034
340,72.92580430313616
341,73.66929199526584
342,69.30052751712623
343,64.34698837627306
